Username,Review Number,Title,Text,Date,Rating,Rating,Rating,Rating,Rating
marievRochester_NY,139 reviews,Sometimes you just need a Guiness . . .,"Although it seemed counter-intuitive to duck into an Irish pub in the historical center of Rome, it was actually a perfect departure from the city's wonderful cafes and trattorias.  It was cool and comfortable inside on a very hot day and the staff was very...More",Date of visit: October 2017,,4,,,
SpanishStepsApt,961 reviews,OK for a beer and to watch a game,"This is a traditional, dark wood paneled kind of pub. There are multiple screens going with various games on. Tables are close together and it can get loud. There is a decent selection of beer (make sure you get the craft beer menu) and gin...More",Date of visit: October 2017,,,3,,
Bec00000,96 reviews,Great place to chill out with friendly staff and a gin menu!,"Loved this pub after a long day of walking around Rome! Friendly, comfortable, good vibe and a great gin menu where you choose the type of gin, the type of tonic, and type of garnish - lovely!",Date of visit: October 2017,,4,,,
Poorpete,44 reviews,Where a pint is not a pint,"Where is a pint not a pint? At Scholar Lounge, where only half litres are served. So very continental and unpub-like. As the dismal chap in George Orwell's dystopian world said, ""A 'alf litre ain't enough. It don't satisfy"". Especially not when you ask for...More",Date of visit: October 2017,,,,,1
Geoffrey N,33 reviews,Excellent,Accidentally walked passed this pub after going to trevvi fountains and boy was I pleased I did i  had the chicken baquet wife had the chicken wrap nd out came a banquet lol we ordered chips thinking we did not have enough could not eat...More,Date of visit: October 2017,5,,,,
Artur0S,31 reviews,Rude personnel. No care for the customers.,"After ten minutes sitting in the bar, I dared asked the barman for a beer and in a very rude manner he answered ""Dont you see I am servig other people?"". Occupation was barely 30%, so I guess this attutude is a comstant at this...More",Date of visit: October 2017,,,,,1
B3anhead,38 reviews,Best bar in Rome,"Superb atmosphere inside, we spent an awful lot of our lads’ trip here! Drinks are well priced and the staff were ultra friendly. They even assisted in streaming the football (legally I should add) that we requested. Becomes like a nightclub late in the evening,...More",Date of visit: October 2017,5,,,,
eoinbcasey,31 reviews,Wouldn’t go here again,"I didn’t really understand the concept of this place. It was small and dark. There were no menus on the tables (had to ask for one), I opted for the Lasagne in the end and it was the worst decision I made whilst in Rome....More",Date of visit: October 2017,,,,,1
Matt S,36 reviews,Day 2,"Pleasent lunchtime pint,  you can tell it gets the right kinda of rowdy/energy during football or karaoke.",Date of visit: October 2017,,,3,,
michaelpM616WK,9 reviews,Typical British bar,"Great bar. Has plenty of beers on tap. Does food, music, large screen for sport and quizzes. What’s not to like about the place",Date of visit: October 2017,,4,,,
Beth T,11 reviews,You need to meet Mark!,"This charming pub has a guy named Mark who really brings the Irish charm to the place. He is knowledgeable, engaging and provides great customer service.",Date of visit: September 2017,5,,,,
lovetravel84,212 reviews,Great!,"This Irish pub is our central meeting place.
Close to everything. All roads leeds to the Irish Pub in Rome!
Lovely ambience and great food with beer!
Lovit!!",Date of visit: October 2017,5,,,,
kmorangatang,2 reviews,Great place - shoutout to Mark!,"My mom and I came here almost every day we were vacationing in Rome. We happened to come for dinner and drinks during pub quiz and returned the next day (and the day after) because of the amazing food, beer, and service! It was so...More",Date of visit: October 2017,5,,,,
WillieDublin,62 reviews,Best Irish pub ( outside of Ireland),"Great atmosphere, real Irish pub. Irish staff. This isn’t a local bar trying to be a Irish pub. Great for food and a few beers.
Make sure you call in when in Rome",Date of visit: October 2017,,4,,,
montanna c,3 reviews,AMAZING,"Great place - 
Found this place by just wondering around , great atmosphere and all the staff are Irish. Has all the sport on and it very clean. The food is really nice too!",Date of visit: September 2017,5,,,,
andferrante2017,4 reviews,Amazing place,"The best irish pub in Rome! Friendly staff, great location and wonderful atmosphere. Clients for more than ten years!",Date of visit: October 2017,5,,,,
amir b,83 reviews,Best place for NFL American football,"I got there in Sunday after I tried 2 other places that broadcast the games, and this was by far the best. Many screens, each of them with a different game. Just sat with a beer and watched 4 games at a time",Date of visit: October 2017,5,,,,
alexandra577,118 reviews,Ireland v. Wales,"So we did that thing you tell yourself you won't do when you go abroad...we went to an Irish pub. But, for good reason! We were in Rome the night of the Ireland v. Wales match. Scholar's was an excellent choice to watch the match...More",Date of visit: October 2017,5,,,,
Nicola R,50 reviews,Good sports bar,"We went here to watch a Scotland football game.  The bar was very busy with many nationalities all watching various Wold cup qualifiers.  Great atmosphere and quick to get served at the bar.  Many different beers on offer.
Definitely recommend this bar if you want...More",Date of visit: October 2017,,4,,,
Jevgenija S,1 review,Amazing place,What an amazing place . Great drinks and atmosphere. Very welcoming . All staff members are amazing . Came back to the pub 3 nights in a row and didn’t want to leave . Special thanks to Mark who made our holiday even better 😊definitely...More,Date of visit: October 2017,5,,,,
jaxfitzy,3 reviews,Simply the best!!!,"What a find, visited here nearly every evening on my 4 day trip to Rome after a long day sightseeing. Amazing atmosphere, great food but the reason to go back is definitely the staff!! Mark you're the best and made it feel like my local....More",Date of visit: October 2017,5,,,,
quizzica,16 reviews,Terrible frozen food,"It was a nice atmosphere inside and we thought it'd be a nice change from the usual Italian cuisine, but the food we ate was blatantly frozen food and made us feel nauseous for hours afterwards. Some items on the menu were specified as using...More",Date of visit: October 2017,,,,2,
NinaMG1971,31 reviews,Rome's best Irish Bar!,"Multi screens and double rooms showing all different sports around the world, huge range of draught beers - one of the few places in Rome we could get Magners on draught. Hard working team, table service at night if you fancy, friendly and knowledgable bar...More",Date of visit: October 2017,5,,,,
Paulie308,93 reviews,A proper Pub,This is a great place to sit and unwind after a long day walking through Rome. We popped in around 6pm on a Monday for a quick pint and stayed all evening. Monday night is Quiz Night - in English - run by an English...More,Date of visit: October 2017,5,,,,
LindaL6457,21 reviews,Food & drink for a break from pasta,"YES!  Christopher is still here making the best margaritas in Rome.  Good hearty food, too.  English speaking pub in the heart of Rome.",Date of visit: October 2017,5,,,,
drj5883,1 review,Good Place to Rest,Good place to stop and have a beer after a long day of walking in Rome. Good selection of beer and service. Several TV's going with different games on.,Date of visit: October 2017,,4,,,
AM059,60 reviews,First Roman Holiday,"Had a great morning watching the AFL Grand Final along with about 400 others. The set up was sensational with screens around the room providing a great atmosphere. They offered a variety of breakfasts and coffees but majority were drinking guiness...
Loved the cosy feel...More",Date of visit: September 2017,,4,,,
829niamhq,1 review,"Fantastic service, immense food, Romes greatest pint of Guinness","Fantastic service, immense food, Rome's greatest pint of Guinness. I cannot recommend this bar enough. The staff are so friendly and willing. The service here is truly 10/10. A real home from home",Date of visit: October 2017,5,,,,
bb4dps,36 reviews,Perfect break from Rome!,"As a typical brit abroad (and half irish) the sign of an Irish bar lights up my eyes!!! 
This is a little gem in Rome, you really feel like you are in Dublin from the decor to the music to the prices!!! €6.50 for a...More",Date of visit: October 2017,,4,,,
Din S,35 reviews,Irish is here,"Authentic Irish pub with nice  and tasty veraity of food and good beer.
Good service and exelent vibe",Date of visit: October 2017,5,,,,
